variable,exposure_type,exposure_value,exposure_probability,lag_window,reference_value,RR,model_key,specification_order
PM10,lag,85.2000012695789,0.64,8,68.6000010222197,0.997366646371392,PM10__lag,15
PM10,lag,85.2000012695789,0.64,9,68.6000010222197,0.996329764825021,PM10__lag,15
PM10,lag,85.2000012695789,0.64,10,68.6000010222197,0.995266584507726,PM10__lag,15
PM10,lag,89.3000013306737,0.67,0,68.6000010222197,1.00339768694526,PM10__lag,15
PM10,lag,89.3000013306737,0.67,1,68.6000010222197,1.00268511307715,PM10__lag,15
PM10,lag,89.3000013306737,0.67,2,68.6000010222197,1.00195535997777,PM10__lag,15
PM10,lag,89.3000013306737,0.67,3,68.6000010222197,1.00119079412346,PM10__lag,15
PM10,lag,89.3000013306737,0.67,4,68.6000010222197,1.00037383867921,PM10__lag,15
PM10,lag,89.3000013306737,0.67,5,68.6000010222197,0.999486981170366,PM10__lag,15
PM10,lag,89.3000013306737,0.67,6,68.6000010222197,0.998518659028122,PM10__lag,15
PM10,lag,89.3000013306737,0.67,7,68.6000010222197,0.997480847970802,PM10__lag,15
PM10,lag,89.3000013306737,0.67,8,68.6000010222197,0.996391353438421,PM10__lag,15
PM10,lag,89.3000013306737,0.67,9,68.6000010222197,0.995267914122252,PM10__lag,15
PM10,lag,89.3000013306737,0.67,10,68.6000010222197,0.99412819437501,PM10__lag,15
PM10,lag,93.8000013977289,0.7,0,68.6000010222197,1.00438896628877,PM10__lag,15
PM10,lag,93.8000013977289,0.7,1,68.6000010222197,1.00327070874535,PM10__lag,15
PM10,lag,93.8000013977289,0.7,2,68.6000010222197,1.00215081621738,PM10__lag,15
PM10,lag,93.8000013977289,0.7,3,68.6000010222197,1.00102642017435,PM10__lag,15
PM10,lag,93.8000013977289,0.7,4,68.6000010222197,0.999894665050894,PM10__lag,15
PM10,lag,93.8000013977289,0.7,5,68.6000010222197,0.998752708416465,PM10__lag,15
PM10,lag,93.8000013977289,0.7,6,68.6000010222197,0.997598676870135,PM10__lag,15
PM10,lag,93.8000013977289,0.7,7,68.6000010222197,0.99643452435701,PM10__lag,15
PM10,lag,93.8000013977289,0.7,8,68.6000010222197,0.99526314965448,PM10__lag,15
PM10,lag,93.8000013977289,0.7,9,68.6000010222197,0.994087438277775,PM10__lag,15
PM10,lag,93.8000013977289,0.7,10,68.6000010222197,0.992910262313012,PM10__lag,15
PM10,lag,98.8000014722347,0.73,0,68.6000010222197,1.00552174328234,PM10__lag,15
PM10,lag,98.8000014722347,0.73,1,68.6000010222197,1.00392344631818,PM10__lag,15
PM10,lag,98.8000014722347,0.73,2,68.6000010222197,1.00234372517741,PM10__lag,15
PM10,lag,98.8000014722347,0.73,3,68.6000010222197,1.00079851070323,PM10__lag,15
PM10,lag,98.8000014722347,0.73,4,68.6000010222197,0.999303637557407,PM10__lag,15
PM10,lag,98.8000014722347,0.73,5,68.6000010222197,0.997874850966712,PM10__lag,15
PM10,lag,98.8000014722347,0.73,6,68.6000010222197,0.996522501848297,PM10__lag,15
PM10,lag,98.8000014722347,0.73,7,68.6000010222197,0.995235670284913,PM10__lag,15
PM10,lag,98.8000014722347,0.73,8,68.6000010222197,0.993998205037467,PM10__lag,15
PM10,lag,98.8000014722347,0.73,9,68.6000010222197,0.992794043235615,PM10__lag,15
PM10,lag,98.8000014722347,0.73,10,68.6000010222197,0.991607203732167,PM10__lag,15
PM10,lag,103.900001548231,0.76,0,68.6000010222197,1.00667212261867,PM10__lag,15
PM10,lag,103.900001548231,0.76,1,68.6000010222197,1.0045921644822,PM10__lag,15
PM10,lag,103.900001548231,0.76,2,68.6000010222197,1.00255171724181,PM10__lag,15
PM10,lag,103.900001548231,0.76,3,68.6000010222197,1.00058570174074,PM10__lag,15
PM10,lag,103.900001548231,0.76,4,68.6000010222197,0.998728775126782,PM10__lag,15
PM10,lag,103.900001548231,0.76,5,68.6000010222197,0.99701536283778,PM10__lag,15
PM10,lag,103.900001548231,0.76,6,68.6000010222197,0.99546804741026,PM10__lag,15
PM10,lag,103.900001548231,0.76,7,68.6000010222197,0.994062786701912,PM10__lag,15
PM10,lag,103.900001548231,0.76,8,68.6000010222197,0.992764114768392,PM10__lag,15
PM10,lag,103.900001548231,0.76,9,68.6000010222197,0.991536791151377,PM10__lag,15
PM10,lag,103.900001548231,0.76,10,68.6000010222197,0.99034576946241,PM10__lag,15
PM10,lag,110.000001639128,0.79,0,68.6000010222197,1.0080074313705,PM10__lag,15
PM10,lag,110.000001639128,0.79,1,68.6000010222197,1.00539645930791,PM10__lag,15
PM10,lag,110.000001639128,0.79,2,68.6000010222197,1.00284783685678,PM10__lag,15
PM10,lag,110.000001639128,0.79,3,68.6000010222197,1.00041657560206,PM10__lag,15
PM10,lag,110.000001639128,0.79,4,68.6000010222197,0.998157179173509,PM10__lag,15
PM10,lag,110.000001639128,0.79,5,68.6000010222197,0.996123722655989,PM10__lag,15
PM10,lag,110.000001639128,0.79,6,68.6000010222197,0.994351588969584,PM10__lag,15
PM10,lag,110.000001639128,0.79,7,68.6000010222197,0.992802708868923,PM10__lag,15
PM10,lag,110.000001639128,0.79,8,68.6000010222197,0.991421091949866,PM10__lag,15
PM10,lag,110.000001639128,0.79,9,68.6000010222197,0.990151160352314,PM10__lag,15
PM10,lag,110.000001639128,0.79,10,68.6000010222197,0.988937671004001,PM10__lag,15
PM10,lag,116.600001737475,0.82,0,68.6000010222197,1.00939970972452,PM10__lag,15
PM10,lag,116.600001737475,0.82,1,68.6000010222197,1.00627215727567,PM10__lag,15
PM10,lag,116.600001737475,0.82,2,68.6000010222197,1.00322860034049,PM10__lag,15
PM10,lag,116.600001737475,0.82,3,68.6000010222197,1.00034242591837,PM10__lag,15
PM10,lag,116.600001737475,0.82,4,68.6000010222197,0.997686221820586,PM10__lag,15
PM10,lag,116.600001737475,0.82,5,68.6000010222197,0.99533191853837,PM10__lag,15
PM10,lag,116.600001737475,0.82,6,68.6000010222197,0.993326458399637,PM10__lag,15
PM10,lag,116.600001737475,0.82,7,68.6000010222197,0.991618786860864,PM10__lag,15
PM10,lag,116.600001737475,0.82,8,68.6000010222197,0.990134040232323,PM10__lag,15
PM10,lag,116.600001737475,0.82,9,68.6000010222197,0.988797983685852,PM10__lag,15
PM10,lag,116.600001737475,0.82,10,68.6000010222197,0.987536872768615,PM10__lag,15
PM10,lag,124.400001853704,0.85,0,68.6000010222197,1.01097546240162,PM10__lag,15
PM10,lag,124.400001853704,0.85,1,68.6000010222197,1.00731434649423,PM10__lag,15
PM10,lag,124.400001853704,0.85,2,68.6000010222197,1.00375851918671,PM10__lag,15
PM10,lag,124.400001853704,0.85,3,68.6000010222197,1.00039868015964,PM10__lag,15
PM10,lag,124.400001853704,0.85,4,68.6000010222197,0.997324383512453,PM10__lag,15
PM10,lag,124.400001853704,0.85,5,68.6000010222197,0.994624255690816,PM10__lag,15
PM10,lag,124.400001853704,0.85,6,68.6000010222197,0.99235596292518,PM10__lag,15
PM10,lag,124.400001853704,0.85,7,68.6000010222197,0.990456035957272,PM10__lag,15
PM10,lag,124.400001853704,0.85,8,68.6000010222197,0.988831706890157,PM10__lag,15
PM10,lag,124.400001853704,0.85,9,68.6000010222197,0.987391092763542,PM10__lag,15
PM10,lag,124.400001853704,0.85,10,68.6000010222197,0.986042983529705,PM10__lag,15
PM10,lag,133.300001986325,0.88,0,68.6000010222197,1.01268226762367,PM10__lag,15
PM10,lag,133.300001986325,0.88,1,68.6000010222197,1.00851303590171,PM10__lag,15
PM10,lag,133.300001986325,0.88,2,68.6000010222197,1.00446749222639,PM10__lag,15
PM10,lag,133.300001986325,0.88,3,68.6000010222197,1.00065040245261,PM10__lag,15
PM10,lag,133.300001986325,0.88,4,68.6000010222197,0.997165030867876,PM10__lag,15
PM10,lag,133.300001986325,0.88,5,68.6000010222197,0.994113432924035,PM10__lag,15
PM10,lag,133.300001986325,0.88,6,68.6000010222197,0.991561799774309,PM10__lag,15
PM10,lag,133.300001986325,0.88,7,68.6000010222197,0.989436366045135,PM10__lag,15
PM10,lag,133.300001986325,0.88,8,68.6000010222197,0.987629667706703,PM10__lag,15
PM10,lag,133.300001986325,0.88,9,68.6000010222197,0.986035394343177,PM10__lag,15
PM10,lag,133.300001986325,0.88,10,68.6000010222197,0.984548105324553,PM10__lag,15
PM10,lag,144.100002147257,0.91,0,68.6000010222197,1.01462471699635,PM10__lag,15
PM10,lag,144.100002147257,0.91,1,68.6000010222197,1.00998109032801,PM10__lag,15
PM10,lag,144.100002147257,0.91,2,68.6000010222197,1.00547476002127,PM10__lag,15
PM10,lag,144.100002147257,0.91,3,68.6000010222197,1.0012196283294,PM10__lag,15
PM10,lag,144.100002147257,0.91,4,68.6000010222197,0.997327775276407,PM10__lag,15
PM10,lag,144.100002147257,0.91,5,68.6000010222197,0.993909807543167,PM10__lag,15
PM10,lag,144.100002147257,0.91,6,68.6000010222197,0.991037202990396,PM10__lag,15
PM10,lag,144.100002147257,0.91,7,68.6000010222197,0.988629220756649,PM10__lag,15
PM10,lag,144.100002147257,0.91,8,68.6000010222197,0.986568635648077,PM10__lag,15
PM10,lag,144.100002147257,0.91,9,68.6000010222197,0.984739633910982,PM10__lag,15
PM10,lag,144.100002147257,0.91,10,68.6000010222197,0.983027476181248,PM10__lag,15
PM10,lag,159.100002370775,0.94,0,68.6000010222197,1.01709263232529,PM10__lag,15
PM10,lag,159.100002370775,0.94,1,68.6000010222197,1.01204415641752,PM10__lag,15
PM10,lag,159.100002370775,0.94,2,68.6000010222197,1.00713563956785,PM10__lag,15
PM10,lag,159.100002370775,0.94,3,68.6000010222197,1.00247965464737,PM10__lag,15
PM10,lag,159.100002370775,0.94,4,68.6000010222197,0.998186793345883,PM10__lag,15
PM10,lag,159.100002370775,0.94,5,68.6000010222197,0.994366011196757,PM10__lag,15
PM10,lag,159.100002370775,0.94,6,68.6000010222197,0.991087400730047,PM10__lag,15
PM10,lag,159.100002370775,0.94,7,68.6000010222197,0.988270515360667,PM10__lag,15
PM10,lag,159.100002370775,0.94,8,68.6000010222197,0.985798995859508,PM10__lag,15
PM10,lag,159.100002370775,0.94,9,68.6000010222197,0.983558065252386,PM10__lag,15
PM10,lag,159.100002370775,0.94,10,68.6000010222197,0.981434196846783,PM10__lag,15
PM10,lag,183.500002734363,0.97,0,68.6000010222197,1.02055179226761,PM10__lag,15
PM10,lag,183.500002734363,0.97,1,68.6000010222197,1.01545853617961,PM10__lag,15
PM10,lag,183.500002734363,0.97,2,68.6000010222197,1.01046908227078,PM10__lag,15
PM10,lag,183.500002734363,0.97,3,68.6000010222197,1.00566015856546,PM10__lag,15
PM10,lag,183.500002734363,0.97,4,68.6000010222197,1.00110707424547,PM10__lag,15
PM10,lag,183.500002734363,0.97,5,68.6000010222197,0.996883885852063,PM10__lag,15
PM10,lag,183.500002734363,0.97,6,68.6000010222197,0.993037940727777,PM10__lag,15
PM10,lag,183.500002734363,0.97,7,68.6000010222197,0.989513828609113,PM10__lag,15
PM10,lag,183.500002734363,0.97,8,68.6000010222197,0.986231714731279,PM10__lag,15
PM10,lag,183.500002734363,0.97,9,68.6000010222197,0.983113003926412,PM10__lag,15
PM10,lag,183.500002734363,0.97,10,68.6000010222197,0.980080181283738,PM10__lag,15
PM10,mavg,21.4500003196299,0.01,0,70.7666677211722,1.01464656589719,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,1,70.7666677211722,0.983643159939499,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,2,70.7666677211722,0.957096365157927,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,3,70.7666677211722,0.938132897547223,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,4,70.7666677211722,0.929734564105372,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,5,70.7666677211722,0.935049934645558,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,6,70.7666677211722,0.956655084655179,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,7,70.7666677211722,0.993246813578937,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,8,70.7666677211722,1.04266522483352,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,9,70.7666677211722,1.10261324719601,PM10__mavg,16
PM10,mavg,21.4500003196299,0.01,10,70.7666677211722,1.17029898099212,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,0,70.7666677211722,1.01447977768973,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,1,70.7666677211722,0.989291260515833,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,2,70.7666677211722,0.967527162013247,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,3,70.7666677211722,0.951740587880906,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,4,70.7666677211722,0.944384089093179,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,5,70.7666677211722,0.948007109406441,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,6,70.7666677211722,0.964597649189548,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,7,70.7666677211722,0.992918644977056,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,8,70.7666677211722,1.03099314827415,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,9,70.7666677211722,1.07674861832212,PM10__mavg,16
PM10,mavg,27.125000404194,0.04,10,70.7666677211722,1.12779738349515,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,0,70.7666677211722,1.01415763809363,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,1,70.7666677211722,0.992775571997633,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,2,70.7666677211722,0.974178020297631,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,3,70.7666677211722,0.960525338644418,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,4,70.7666677211722,0.953902985810144,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,5,70.7666677211722,0.956458433079452,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,6,70.7666677211722,0.969815055696555,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,7,70.7666677211722,0.992837685734811,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,8,70.7666677211722,1.02374658954201,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,9,70.7666677211722,1.06069357350603,PM10__mavg,16
PM10,mavg,31.050000462681,0.07,10,70.7666677211722,1.10161295539264,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,0,70.7666677211722,1.01373663389855,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,1,70.7666677211722,0.995339812300157,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,2,70.7666677211722,0.979247015957155,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,3,70.7666677211722,0.967302769556412,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,4,70.7666677211722,0.961294694862015,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,5,70.7666677211722,0.963050911009671,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,6,70.7666677211722,0.973920778417156,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,7,70.7666677211722,0.992879635485248,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,8,70.7666677211722,1.01834166874997,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,9,70.7666677211722,1.04867211393231,PM10__mavg,16
PM10,mavg,34.3000005111098,0.1,10,70.7666677211722,1.08208299197675,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,0,70.7666677211722,1.01319727268108,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,1,70.7666677211722,0.997442532205856,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,2,70.7666677211722,0.983583573096248,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,3,70.7666677211722,0.973181123006477,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,4,70.7666677211722,0.967753217256124,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,5,70.7666677211722,0.968843483080997,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,6,70.7666677211722,0.977568083044501,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,7,70.7666677211722,0.993021053032079,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,8,70.7666677211722,1.0138143559378,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,9,70.7666677211722,1.03852616503001,PM10__mavg,16
PM10,mavg,37.3500005565584,0.13,10,70.7666677211722,1.06562883017151,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,0,70.7666677211722,1.01253971722234,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,1,70.7666677211722,0.999140228837153,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,2,70.7666677211722,0.987287460144674,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,3,70.7666677211722,0.978287245221192,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,4,70.7666677211722,0.97341392359906,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,5,70.7666677211722,0.973957276729102,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,6,70.7666677211722,0.980833553265102,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,7,70.7666677211722,0.993257633760232,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,8,70.7666677211722,1.01003611165453,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,9,70.7666677211722,1.02995318758875,PM10__mavg,16
PM10,mavg,40.2555561554101,0.16,10,70.7666677211722,1.05172178106546,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,0,70.7666677211722,1.01177820053062,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,1,70.7666677211722,1.00044310701832,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,2,70.7666677211722,0.99036180125142,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,3,70.7666677211722,0.982616785368392,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,4,70.7666677211722,0.978267657253251,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,5,70.7666677211722,0.978382864808957,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,6,70.7666677211722,0.983710281187897,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,7,70.7666677211722,0.993580841102592,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,8,70.7666677211722,1.00698366578592,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,9,70.7666677211722,1.02289358785292,PM10__mavg,16
PM10,mavg,43.0000006407499,0.19,10,70.7666677211722,1.04023842703766,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,0,70.7666677211722,1.01092113215505,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,1,70.7666677211722,1.00138514577048,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,2,70.7666677211722,0.992859209917495,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,3,70.7666677211722,0.986232932533376,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,4,70.7666677211722,0.982379506800724,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,5,70.7666677211722,0.982176872971542,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,6,70.7666677211722,0.986232170881757,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,7,70.7666677211722,0.993983653695211,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,8,70.7666677211722,1.00458637022758,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,9,70.7666677211722,1.01718659611854,PM10__mavg,16
PM10,mavg,45.600000679493,0.22,10,70.7666677211722,1.0309002139309,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,0,70.7666677211722,1.0099641114992,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,1,70.7666677211722,1.00200302558027,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,2,70.7666677211722,0.994849287234917,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,3,70.7666677211722,0.989226840125952,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,4,70.7666677211722,0.985848083342541,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,5,70.7666677211722,0.985427726098644,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,6,70.7666677211722,0.988455252968102,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,7,70.7666677211722,0.994465968808842,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,8,70.7666677211722,1.00276310173743,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,9,70.7666677211722,1.01264471880123,PM10__mavg,16
PM10,mavg,48.1000007167459,0.25,10,70.7666677211722,1.02338966814591,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,0,70.7666677211722,1.0088692793887,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,1,70.7666677211722,1.00233250158463,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,2,70.7666677211722,0.99643027375926,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,3,70.7666677211722,0.991741269672669,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,4,70.7666677211722,0.988836332355418,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,5,70.7666677211722,0.988287236788458,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,6,70.7666677211722,0.990482540692208,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,7,70.7666677211722,0.995046107236145,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,8,70.7666677211722,1.00141511533263,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,9,70.7666677211722,1.00902389479285,PM10__mavg,16
PM10,mavg,50.6166674209137,0.28,10,70.7666677211722,1.01729508245558,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,0,70.7666677211722,1.00764319754537,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,1,70.7666677211722,1.00240592934695,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,2,70.7666677211722,0.997655415300936,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,3,70.7666677211722,0.993842757752911,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,4,70.7666677211722,0.991414014866147,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,5,70.7666677211722,0.990815477062567,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,6,70.7666677211722,0.992348581263413,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,7,70.7666677211722,0.995717352641906,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,8,70.7666677211722,1.00047942545893,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,9,70.7666677211722,1.00619098932618,PM10__mavg,16
PM10,mavg,53.2000007927418,0.31,10,70.7666677211722,1.01240148498606,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,0,70.7666677211722,1.00632655212702,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,1,70.7666677211722,1.00225925074595,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,2,70.7666677211722,0.998554513949751,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,3,70.7666677211722,0.995553522518831,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,4,70.7666677211722,0.99359441100064,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,5,70.7666677211722,0.993015261416579,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,6,70.7666677211722,0.994043383747267,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,7,70.7666677211722,0.996453441804731,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,8,70.7666677211722,0.999908767872112,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,9,70.7666677211722,1.00407203140239,PM10__mavg,16
PM10,mavg,55.8454553776167,0.34,10,70.7666677211722,1.00860223773273,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,0,70.7666677211722,1.00494097063273,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,1,70.7666677211722,1.00193028833873,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,2,70.7666677211722,0.99917791484442,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,3,70.7666677211722,0.996930497138327,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,4,70.7666677211722,0.995433013078653,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,5,70.7666677211722,0.994930324485493,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,6,70.7666677211722,0.995586527580879,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,7,70.7666677211722,0.99723801173366,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,8,70.7666677211722,0.999640262249402,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,9,70.7666677211722,1.00254849734688,PM10__mavg,16
PM10,mavg,58.600000873208,0.37,10,70.7666677211722,1.00571611372014,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,0,70.7666677211722,1.00361139416489,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,1,70.7666677211722,1.00149312433217,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,2,70.7666677211722,0.999551325714414,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,3,70.7666677211722,0.997956714301586,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,4,70.7666677211722,0.996879179699794,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,5,70.7666677211722,0.996488524556128,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,6,70.7666677211722,0.996898307580909,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,7,70.7666677211722,0.99799501178219,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,8,70.7666677211722,0.999608864279292,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,9,70.7666677211722,1.00156999219408,PM10__mavg,16
PM10,mavg,61.3166675803561,0.4,10,70.7666677211722,1.0037076831462,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,0,70.7666677211722,1.0023449314364,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,1,70.7666677211722,1.00099709448573,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,2,70.7666677211722,0.999759610306566,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,3,70.7666677211722,0.998740503629786,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,4,70.7666677211722,0.998047463917615,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,5,70.7666677211722,0.997788139842652,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,6,70.7666677211722,0.998034430129605,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,7,70.7666677211722,0.998714418122887,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,8,70.7666677211722,0.999720442375813,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,9,70.7666677211722,1.00094480627768,PM10__mavg,16
PM10,mavg,64.0909100459381,0.43,10,70.7666677211722,1.00227948359647,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,0,70.7666677211722,1.00121166161943,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,1,70.7666677211722,1.00051197745065,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,2,70.7666677211722,0.999869626983056,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,3,70.7666677211722,0.999341315088479,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,4,70.7666677211722,0.998983655756303,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,5,70.7666677211722,0.998853252869221,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,6,70.7666677211722,0.998987880877959,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,7,70.7666677211722,0.999349768375052,PM10__mavg,16
PM10,mavg,66.9000009968877,0.46,8,70.7666677211722,0.999882313643117,PM10__mavg,16
